sample_id,param_name,data_qual
'St22-01_BMP_ETW_US','Total Lead','U'
'St22-01_BMP_ETW_US','Total Magnesium','J'
'St22-01_BMP_ETW_US','Total Mercury','U'
'St22-01_BMP_ETW_US','Total Nickel','J'
'St22-01_BMP_ETW_US','Dissolved Selenium','U'
'St22-01_BMP_ETW_US','Total Zinc','J'
'St22-01_BMP_ETW_US','Dissolved Zinc','U'
'St22-01_BMP_ETW_US','Total Dissolved Solids','J'
'St22-01_BMP_ETW_US','Total Suspended Solids','U'
'St22-01_BMP_QRIB_US','Total Aluminum','U'
'St22-01_BMP_QRIB_US','Benzene','J'
'St22-01_BMP_QRIB_US','Total Beryllium','U'
'St22-01_BMP_QRIB_US','Total Cadmium','J'
'St22-01_BMP_QRIB_US','Dissolved Copper','U'
'St22-01_BMP_QRIB_US','Total Copper','U'
'St22-01_BMP_QRIB_US','Dissolved Iron','J'
'St22-01_BMP_QRIB_US','Total Iron','J'
'St22-01_BMP_QRIB_US','Dissolved Lead','J'
'St22-01_BMP_QRIB_US','Total Lead','J'
'St22-01_BMP_QRIB_US','Total Mercury','U'
'St22-01_BMP_QRIB_US','Total Nickel','J'
'St22-01_BMP_QRIB_US','Nitrate + Nitrite Nitrogen','J'
'St22-01_BMP_QRIB_US','Total Selenium','J'
'St22-01_BMP_QRIB_US','Dissolved Selenium','U'
'St22-01_BMP_QRIB_US','Dissolved Zinc','J'
'St22-01_BMP_QRIB_US','Total Dissolved Solids','U'
'St22-01_BMP_QRIB_US','Total Suspended Solids','U'
'St22-01_BMP_QRIB_US','Turbidity','U'
'St22-01_BMP_SVS_DS','Total Aluminum','U'
'St22-01_BMP_SVS_DS','Benzene','U'
'St22-01_BMP_SVS_DS','Total Beryllium','U'
'St22-01_BMP_SVS_DS','Total Cadmium','J'
'St22-01_BMP_SVS_DS','Dissolved Copper','U'
'St22-01_BMP_SVS_DS','Total Copper','U'
'St22-01_BMP_SVS_DS','Dissolved Iron','U'
'St22-01_BMP_SVS_DS','Total Iron','U'
'St22-01_BMP_SVS_DS','Total Lead','J'
'St22-01_BMP_SVS_DS','Total Mercury','U'
'St22-01_BMP_SVS_DS','Total Nickel','U'
'St22-01_BMP_SVS_DS','Nitrate + Nitrite Nitrogen','J'
'St22-01_BMP_SVS_DS','Total Selenium','U'
'St22-01_BMP_SVS_DS','Dissolved Selenium','U'
'St22-01_BMP_SVS_DS','Total Zinc','U'
'St22-01_BMP_SVS_DS','Dissolved Zinc','U'
'St22-01_BMP_SVS_DS','Alkalinity','U'
'St22-01_BMP_SVS_DS','Total Dissolved Solids','U'
'St22-01_BMP_SVS_DS','Total Suspended Solids','U'
'St22-01_BMP_SVS_DS','Turbidity','U'
'St22-01_BMP_ETW_DS','Total Aluminum','U'
'St22-01_BMP_ETW_DS','Total Arsenic','J'
'St22-01_BMP_ETW_DS','Benzene','U'
'St22-01_BMP_ETW_DS','Total Beryllium','U'
'St22-01_BMP_ETW_DS','Total Cadmium','U'
'St22-01_BMP_ETW_DS','Chromium','U'
'St22-01_BMP_ETW_DS','Dissolved Copper','U'
'St22-01_BMP_ETW_DS','Total Copper','U'
'St22-01_BMP_ETW_DS','Dissolved Iron','U'
'St22-01_BMP_ETW_DS','Total Iron','J'
'St22-01_BMP_ETW_DS','Dissolved Lead','U'
'St22-01_BMP_ETW_DS','Total Lead','U'
'St22-01_BMP_ETW_DS','Total Magnesium','J'
'St22-01_BMP_ETW_DS','Total Magnesium','B'
'St22-01_BMP_ETW_DS','Total Mercury','U'
'St22-01_BMP_ETW_DS','Total Nickel','J'
'St22-01_BMP_ETW_DS','Nitrate + Nitrite Nitrogen','J'
'St22-01_BMP_ETW_DS','Total Selenium','J'
'St22-01_BMP_ETW_DS','Dissolved Selenium','U'
'St22-01_BMP_ETW_DS','Dissolved Zinc','U'
'St22-01_BMP_ETW_DS','Total Dissolved Solids','U'
'St22-01_BMP_ETW_DS','Total Suspended Solids','U'
'St22-01_BMP_ETW_DS','Turbidity','U'
'St22-01_West_OF1','Total Aluminum','U'
'St22-01_West_OF1','Benzene','J'
'St22-01_West_OF1','Total Beryllium','U'
'St22-01_West_OF1','Total Cadmium','J'
'St22-01_West_OF1','Dissolved Copper','U'
'St22-01_West_OF1','Total Copper','U'
'St22-01_West_OF1','Dissolved Iron','U'
'St22-01_West_OF1','Total Iron','U'
'St22-01_West_OF1','Dissolved Lead','J'
'St22-01_West_OF1','Total Lead','J'
'St22-01_West_OF1','Total Magnesium','J'
'St22-01_West_OF1','Total Mercury','U'
'St22-01_West_OF1','Total Nickel','J'
'St22-01_West_OF1','Nitrate + Nitrite Nitrogen','J'
'St22-01_West_OF1','Total Selenium','J'
'St22-01_West_OF1','Dissolved Selenium','U'
'St22-01_West_OF1','Sulfate','J'
'St22-01_West_OF1','Total Zinc','J'
'St22-01_West_OF1','Dissolved Zinc','J'
'St22-01_West_OF1','Alkalinity','J'
'St22-01_West_OF1','Total Dissolved Solids','U'
'St22-01_West_OF1','Total Suspended Solids','U'
'St22-01_North_OF1','Total Aluminum','J'
'St22-01_North_OF1','Total Antimony','J'
'St22-01_North_OF1','Total Arsenic','J'
'St22-01_North_OF1','Benzene','U'
'St22-01_North_OF1','Total Beryllium','U'
'St22-01_North_OF1','Total Cadmium','J'
'St22-01_North_OF1','Chromium','J'
'St22-01_North_OF1','Dissolved Copper','U'
'St22-01_North_OF1','Total Copper','U'
'St22-01_North_OF1','Dissolved Iron','J'
'St22-01_North_OF1','Total Iron','U'
'St22-01_North_OF1','Dissolved Lead','U'
'St22-01_North_OF1','Total Lead','U'
'St22-01_North_OF1','Total Magnesium','J'
'St22-01_North_OF1','Total Mercury','U'
'St22-01_North_OF1','Total Nickel','U'
'St22-01_North_OF1','Nitrate + Nitrite Nitrogen','U'
'St22-01_North_OF1','Total Selenium','U'
'St22-01_North_OF1','Dissolved Selenium','U'
'St22-01_North_OF1','Sulfate','J'
'St22-01_North_OF1','Total Zinc','J'
'St22-01_North_OF1','Dissolved Zinc','J'
'St22-01_North_OF1','Total Suspended Solids','U'
'St22-01_East_OF1','Total Aluminum','U'
'St22-01_East_OF1','Total Antimony','J'
'St22-01_East_OF1','Total Arsenic','U'
'St22-01_East_OF1','Benzene','U'
'St22-01_East_OF1','Total Beryllium','U'
'St22-01_East_OF1','Total Cadmium','J'
'St22-01_East_OF1','Chromium','J'
'St22-01_East_OF1','Dissolved Copper','U'
'St22-01_East_OF1','Total Copper','U'
'St22-01_East_OF1','Dissolved Iron','J'
'St22-01_East_OF1','Total Iron','J'
'St22-01_East_OF1','Dissolved Lead','J'
'St22-01_East_OF1','Total Lead','J'
'St22-01_East_OF1','Total Magnesium','U'
'St22-01_East_OF1','Total Mercury','U'
'St22-01_East_OF1','Total Nickel','J'
'St22-01_East_OF1','Nitrate + Nitrite Nitrogen','J'
'St22-01_East_OF1','Total Selenium','J'
'St22-01_East_OF1','Dissolved Selenium','U'
'St22-01_East_OF1','Sulfate','J'
'St22-01_East_OF1','Total Zinc','U'
'St22-01_East_OF1','Dissolved Zinc','J'
'St22-01_East_OF1','Total Suspended Solids','U'
'St22-01_East_OF2','Total Aluminum','U'
'St22-01_East_OF2','Total Arsenic','J'
'St22-01_East_OF2','Benzene','J'
'St22-01_East_OF2','Benzene','B'
'St22-01_East_OF2','Total Beryllium','U'
'St22-01_East_OF2','Total Cadmium','U'
'St22-01_East_OF2','Dissolved Copper','U'
'St22-01_East_OF2','Total Copper','U'
'St22-01_East_OF2','Dissolved Iron','J'
'St22-01_East_OF2','Total Iron','J'
'St22-01_East_OF2','Dissolved Lead','J'
'St22-01_East_OF2','Total Lead','J'
'St22-01_East_OF2','Total Magnesium','J'
'St22-01_East_OF2','Total Mercury','U'
'St22-01_East_OF2','Total Nickel','U'
'St22-01_East_OF2','Nitrate + Nitrite Nitrogen','J'
'St22-01_East_OF2','Total Selenium','J'
'St22-01_East_OF2','Dissolved Selenium','U'
'St22-01_East_OF2','Sulfate','J'
'St22-01_East_OF2','Total Zinc','J'
'St22-01_East_OF2','Dissolved Zinc','U'
'St22-01_East_OF2','Total Dissolved Solids','U'
'St22-01_East_OF2','Total Suspended Solids','U'
'St22-01_Stream','Total Aluminum','U'
'St22-01_Stream','Total Antimony','J'
'St22-01_Stream','Total Arsenic','J'
'St22-01_Stream','Benzene','J'
'St22-01_Stream','Total Beryllium','U'
'St22-01_Stream','Chromium','J'
'St22-01_Stream','Dissolved Copper','U'
'St22-01_Stream','Total Copper','U'
'St22-01_Stream','Dissolved Iron','J'
'St22-01_Stream','Total Iron','J'
'St22-01_Stream','Dissolved Lead','U'
'St22-01_Stream','Total Lead','U'
'St22-01_Stream','Total Magnesium','J'
'St22-01_Stream','Total Mercury','U'
'St22-01_Stream','Total Nickel','J'
'St22-01_Stream','Nitrate + Nitrite Nitrogen','J'
'St22-01_Stream','Total Selenium','J'
'St22-01_Stream','Dissolved Selenium','U'
'St22-01_Stream','Sulfate','J'
'St22-01_Stream','Total Zinc','U'
'St22-01_Stream','Dissolved Zinc','J'
'St22-01_Stream','Total Dissolved Solids','U'
'St22-01_Stream','Total Suspended Solids','U'
